1607	-4156.380961	-4153.570595	198.9870824	-0.719573528	-0.140031188	0.000081575	0.680150864
1640	-4093.034581	-4074.796965	204.0013898	-0.750786525	-0.195389914	0.022008259	0.63060131
1673	-4049.397154	-3972.616313	199.8348624	-0.699523488	-0.184246039	0.068136942	0.687079067
1713	-4027.10421	-3812.548677	201.3799565	-0.709365808	-0.211735922	0.029923411	0.671619415
1760	-4015.711585	-3640.674921	189.0263596	-0.654404056	-0.135935975	0.216910493	0.711496016
1807	-3961.691309	-3466.867145	183.7672797	-0.679714836	-0.09406221	0.072648044	0.723783327
1847	-3949.282296	-3352.270653	183.5832496	-0.68443244	-0.097162367	0.086536238	0.71737242
1880	-3969.165883	-3271.685473	172.5672772	-0.714246807	-0.251152761	-0.021458203	0.652926746
1927	-4097.910091	-3116.737095	168.0995649	-0.674210511	-0.306132121	0.049594708	0.670271346
1973	-4147.250357	-3004.228234	161.1066821	-0.691445379	-0.206395414	0.055258746	0.690109188
2020	-4171.75574	-2921.64986	156.6383013	-0.651308609	-0.316056791	0.062622171	0.687010673
2120	-4185.643036	-2555.809419	168.3275873	-0.646858624	-0.36803928	0.172967769	0.645138094
2227	-4294.196133	-2137.388526	159.423963	-0.707893604	-0.204561979	0.062901405	0.673115484
2280	-4252.464584	-1918.313278	167.3430098	-0.703043651	-0.261839251	0.105261337	0.652755607
2400	-4427.101032	-1495.506388	167.0278187	-0.648725029	-0.190286175	0.217799114	0.703925106
2453	-4442.105441	-1316.804347	156.727042	-0.671807054	-0.209361181	0.097173031	0.703846986
2547	-4535.804619	-1075.133831	156.7165437	-0.666669241	-0.235222042	0.162205839	0.688412653
2587	-4653.902266	-954.3211003	163.5164698	-0.641919358	-0.344750545	0.163301624	0.665145983
2627	-4766.186051	-871.2100029	165.7937565	-0.625299235	-0.366596746	0.10055393	0.681539874
2673	-4799.752099	-768.4816423	156.1339215	-0.651550715	-0.337016554	0.107483716	0.671080292
2720	-4816.258603	-590.8966301	151.9308442	-0.649057883	-0.413812066	0.143601403	0.621982376
2767	-4836.760146	-407.9314559	173.8448377	-0.616573794	-0.232107962	0.280345213	0.698118337
2867	-5102.747653	-260.9946415	178.4827928	-0.621411426	-0.226512547	0.170918965	0.730292142
2920	-5210.863444	-320.7828709	169.6411023	-0.638496151	-0.338938942	0.279871022	0.631755704
2973	-5319.488535	-420.0576939	167.0922937	-0.534298366	-0.291716003	0.257363087	0.750460706
3027	-5465.812815	-464.6029181	175.9122625	-0.656035582	-0.314057714	0.246213437	0.640596605
3080	-5684.896132	-506.13238	171.1251099	-0.592128404	-0.318974265	0.202512596	0.711778069
3133	-5816.571625	-545.4217485	171.5431437	-0.694068548	-0.333177985	0.255906151	0.584613824
3193	-5932.265141	-629.7892466	161.0580217	-0.700151869	-0.375053289	0.211696359	0.569479623
3260	-6075.15433	-652.3065444	180.5409846	-0.673651855	-0.310972211	0.275188853	0.611359597
3313	-6251.01991	-607.3445481	179.5334138	-0.659202798	-0.275408821	0.245383451	0.65527751
3373	-6372.282575	-598.393494	177.2909821	-0.650807017	-0.35879633	0.240778599	0.624292469
3433	-6493.397197	-609.0324637	171.0579189	-0.654425114	-0.309946636	0.283094999	0.628902277
3487	-6618.399728	-589.7079368	181.5498778	-0.642071842	-0.363289627	0.283529332	0.612678965
3547	-6791.667137	-480.3583273	178.7149567	-0.589446258	-0.361849734	0.325937254	0.644501967
3660	-7023.697387	-432.3598425	174.2411898	-0.547102646	-0.474052438	0.367885857	0.583620576
3700	-7101.265286	-488.4431652	174.248505	-0.610798101	-0.386366479	0.309281461	0.618054691
3740	-7163.674168	-502.9248729	179.1933843	-0.604035699	-0.369882252	0.304045385	0.637090573
3787	-7232.961548	-498.2620549	182.3833411	-0.626036355	-0.391414064	0.307377353	0.60032714
3827	-7333.673486	-485.5469871	176.3136401	-0.637865627	-0.353518283	0.29190671	0.618823672
3867	-7420.264981	-494.139629	178.1689622	-0.60721558	-0.400907961	0.316777013	0.608452439
3913	-7466.755986	-535.1990507	186.7314449	-0.615472973	-0.347958094	0.315214387	0.633054559
3947	-7474.552201	-600.2816508	186.0728853	-0.601521018	-0.339106499	0.325774591	0.645794211
3987	-7479.689275	-645.4371798	183.7449266	-0.610134952	-0.361296301	0.320502276	0.628075325
4060	-7456.813916	-735.1223941	167.9467099	-0.606142026	-0.376364279	0.263256405	0.649336461
4100	-7435.269121	-897.374462	170.2528133	-0.571429362	-0.275750373	0.407729549	0.656648178
4167	-7428.747543	-1056.277184	171.9510089	-0.645974184	-0.257944232	0.290466637	0.657123474
4253	-7464.987905	-1232.545893	140.3078242	-0.680121643	-0.358496548	0.143891332	0.623065053
4353	-7444.369439	-1555.76155	177.0544044	-0.606733805	-0.267405728	0.316222074	0.678507087
4440	-7433.430205	-1825.180115	183.2652807	-0.620158397	-0.315115373	0.30143217	0.652107746
