#Time,X,Y,Z,q_x,q_y,q_z,q_w
876,-5.212619024,-2.502849219,0.066488921,0.55099413,0.834126733,0.015580118,0.019882704
877,-5.213529304,-2.502009896,0.066284554,0.551680619,0.833681988,0.015112379,0.01986087
878,-5.214487465,-2.501153812,0.066041444,0.552333691,0.8332585,0.014651727,0.019826582
879,-5.215495124,-2.500281267,0.065761199,0.552940338,0.832865029,0.014222231,0.019762439
880,-5.216544161,-2.499406735,0.065453591,0.553529189,0.832482335,0.013852877,0.019664613
881,-5.217635834,-2.498520155,0.065119429,0.554125901,0.832093143,0.013562574,0.019533127
882,-5.218765396,-2.497613078,0.064771088,0.554713058,0.831708685,0.013365834,0.019376308
883,-5.219929279,-2.496676923,0.064417675,0.555279964,0.831335287,0.013277286,0.019222774
884,-5.221119388,-2.495715875,0.064067953,0.555804505,0.830987061,0.013285413,0.019114271
885,-5.222334842,-2.494732963,0.063721213,0.556296416,0.830657331,0.013412174,0.019047555
886,-5.22358264,-2.493741476,0.063381415,0.556764952,0.830340307,0.013636807,0.019021045
887,-5.224867807,-2.492752815,0.063045883,0.557215712,0.8300333,0.013928878,0.019009418
888,-5.226194287,-2.491775135,0.062703719,0.557624968,0.829753944,0.014248465,0.018967592
889,-5.227563206,-2.490822892,0.062358109,0.558008338,0.829492364,0.01458935,0.018874956
890,-5.228972835,-2.489900609,0.062011614,0.5583872,0.829234588,0.014928609,0.018731518
891,-5.230414872,-2.489015554,0.061667799,0.558779445,0.828969035,0.015266759,0.018514781
892,-5.231884969,-2.4881663,0.061335721,0.559206147,0.828680484,0.01561938,0.0182531
893,-5.233374752,-2.487364688,0.061029424,0.55971426,0.828336973,0.015999155,0.017939724
894,-5.234884595,-2.486614875,0.060749715,0.560313047,0.827931295,0.016403284,0.017606565
895,-5.236415415,-2.485927576,0.060502613,0.560972791,0.827483692,0.016799856,0.017263641
896,-5.237969464,-2.485309076,0.060291086,0.561662445,0.827015362,0.017182555,0.01690116
897,-5.239555099,-2.484761943,0.060105146,0.562345162,0.826552852,0.017486848,0.016507921
898,-5.241178816,-2.484287215,0.059942712,0.562963542,0.826136065,0.017697169,0.01606432
899,-5.242848382,-2.483873868,0.059797787,0.563490366,0.825784456,0.017784871,0.015567205
900,-5.244559106,-2.483540057,0.059668845,0.563910924,0.825508148,0.017736205,0.015039771
901,-5.246315734,-2.483282453,0.059560529,0.564219699,0.825310142,0.017574101,0.014506978
902,-5.248113424,-2.483114717,0.059473425,0.564457168,0.825162434,0.017311673,0.01397745
903,-5.249950992,-2.483044035,0.059411886,0.564623753,0.825063567,0.016989287,0.013471911
904,-5.251824998,-2.48306935,0.059382022,0.564775399,0.824975212,0.016644497,0.012946403
905,-5.253732197,-2.483188787,0.059381495,0.564820701,0.824958961,0.016293523,0.012442213
906,-5.25567679,-2.483397108,0.059405896,0.564895687,0.824922715,0.015952387,0.011870073
907,-5.257654537,-2.483710269,0.05944991,0.564851993,0.82496719,0.015621339,0.011284264
908,-5.259674153,-2.484116174,0.059500314,0.564722275,0.825070157,0.015310704,0.010656963
909,-5.261734151,-2.484607315,0.059556268,0.5644424,0.825274287,0.015057538,0.010019943
910,-5.263829507,-2.485166368,0.059608522,0.564017215,0.825575144,0.014892525,0.009406118
911,-5.265949059,-2.485787369,0.059660486,0.563452301,0.825966594,0.01488458,0.008896062
912,-5.268083172,-2.486461414,0.059715249,0.562809086,0.82640635,0.015015221,0.00854518
913,-5.270222692,-2.487191264,0.059774038,0.562119612,0.826872126,0.015284846,0.008390647
914,-5.272372869,-2.48797859,0.059835851,0.561449556,0.827320899,0.015634634,0.008371655
915,-5.274538851,-2.488837466,0.059888515,0.560857544,0.827714738,0.01599842,0.008436651
916,-5.276727717,-2.489771361,0.05993493,0.560386514,0.828025835,0.016351355,0.008532512
917,-5.278938218,-2.490786028,0.059973571,0.560072913,0.828230539,0.016670615,0.008636935
918,-5.281168391,-2.491883015,0.060003361,0.559925731,0.828322942,0.016971532,0.008731925
919,-5.283417836,-2.493063442,0.060025182,0.559955337,0.828296309,0.017259504,0.008795195
920,-5.285688708,-2.494334189,0.060036138,0.560120955,0.828177733,0.017559426,0.008821907
921,-5.287989451,-2.495694353,0.060025239,0.560368453,0.828004776,0.017833813,0.008788831
922,-5.290327391,-2.497137811,0.059990881,0.560662971,0.827800632,0.018093768,0.008704104
923,-5.292703161,-2.498665284,0.059933849,0.560961804,0.827592598,0.018390982,0.008609192
924,-5.295115829,-2.500273782,0.059859818,0.561255152,0.827385777,0.018764707,0.00856248
925,-5.297564502,-2.501956646,0.059771728,0.561515309,0.827198833,0.019205369,0.008590854
926,-5.300050555,-2.503708545,0.059675943,0.561737488,0.827034614,0.019720896,0.008707904
927,-5.302573722,-2.505526667,0.05956646,0.561891468,0.826914668,0.020279083,0.008880808
928,-5.305131497,-2.507409544,0.059446522,0.561944141,0.826862761,0.020838931,0.009082683
929,-5.307729394,-2.5093428,0.059310618,0.561906625,0.826872597,0.021360423,0.009294317
930,-5.31037056,-2.511331365,0.059153091,0.561803012,0.826930517,0.021763655,0.009467756
931,-5.313054441,-2.51339065,0.058974831,0.561666133,0.827015704,0.022007516,0.009583879
932,-5.315780701,-2.515524121,0.058782781,0.561552968,0.827089272,0.022102335,0.009648185
933,-5.318546568,-2.517734944,0.058566831,0.561472556,0.827144903,0.02205175,0.009674647
934,-5.321348443,-2.52002242,0.05832778,0.561437295,0.827172672,0.021895182,0.009702337
935,-5.324185419,-2.52237938,0.058067214,0.561476982,0.827150847,0.021680146,0.009749154
936,-5.327051518,-2.524812421,0.057786328,0.561571102,0.827092115,0.021451196,0.009817182
937,-5.32995034,-2.527304277,0.057486591,0.561730701,0.826987666,0.021244131,0.009935144
938,-5.332876191,-2.52984192,0.05717073,0.561928255,0.826856854,0.021015658,0.010135142
939,-5.335822531,-2.532413152,0.056846134,0.562170339,0.826694472,0.02075343,0.010490751
940,-5.338787342,-2.535005399,0.05652442,0.562515315,0.826461201,0.020409368,0.011039083
941,-5.341764424,-2.537617464,0.056211888,0.562949054,0.826166171,0.019967941,0.011794138
942,-5.344755698,-2.540238662,0.055909811,0.563452207,0.825824185,0.019372202,0.012678436
943,-5.347764041,-2.542864067,0.055611557,0.563990614,0.825459486,0.01862538,0.01357641
944,-5.350787433,-2.545490798,0.055318056,0.564514954,0.825106679,0.017743617,0.014387468
945,-5.353823387,-2.548105227,0.055022581,0.565007307,0.824778157,0.016788759,0.01502905
946,-5.356865308,-2.550704608,0.054732592,0.565466666,0.824474489,0.01583176,0.015447431
947,-5.359908786,-2.553285629,0.05444825,0.565920002,0.824177262,0.014903826,0.015629056
948,-5.362955135,-2.555851693,0.054170733,0.566414742,0.823853538,0.014007827,0.015603474
949,-5.366010761,-2.558410424,0.053905029,0.566986431,0.823479033,0.013095969,0.015400155
950,-5.369082987,-2.560954071,0.05365016,0.567626866,0.823058533,0.012146779,0.01506145
951,-5.372174944,-2.563476368,0.053409972,0.568318651,0.82260332,0.011139426,0.014615127
952,-5.375289049,-2.565970816,0.053179091,0.568995505,0.822157795,0.010068452,0.014117414
953,-5.378424338,-2.568429886,0.052966444,0.569625003,0.821743219,0.00895854,0.013608179
954,-5.381581086,-2.570848848,0.052767733,0.570152867,0.821397182,0.007828416,0.013080271
955,-5.384758698,-2.573216538,0.052589654,0.570562459,0.821131688,0.006716533,0.012494762
956,-5.387959074,-2.575513419,0.052437563,0.570847601,0.820950836,0.005637223,0.011872767
957,-5.391176656,-2.577731002,0.052318354,0.571033529,0.820837119,0.004571458,0.011235405
958,-5.394400725,-2.579860368,0.052235343,0.571143869,0.820773118,0.003543203,0.010659056
959,-5.397615232,-2.581901069,0.052193911,0.571188717,0.820751714,0.002567245,0.010172634
960,-5.400811079,-2.58385564,0.052198245,0.571200547,0.820751033,0.001646567,0.009745039
961,-5.403987586,-2.585733758,0.052241259,0.571230017,0.820736774,0.000767595,0.009318062
962,-5.407149402,-2.587546853,0.052316554,0.571264506,0.8207184,-0.000129213,0.008840557
963,-5.410305083,-2.589318017,0.052417995,0.571308879,0.820692748,-0.0010965,0.008268964
964,-5.413466481,-2.591054661,0.052533234,0.571333125,0.820680288,-0.002186326,0.007585885
965,-5.416635384,-2.592749109,0.052665339,0.571341423,0.820677413,-0.003375082,0.006794911
966,-5.419800793,-2.59439975,0.05281896,0.571323801,0.820689964,-0.004621404,0.005978276
967,-5.422951839,-2.596002347,0.052997397,0.571296383,0.820706733,-0.00582099,0.005197851
968,-5.426078822,-2.597550076,0.053207797,0.571278495,0.82071509,-0.006886583,0.00449419
969,-5.429171644,-2.599043156,0.053452045,0.571276328,0.820711982,-0.007771932,0.003846642
970,-5.432231788,-2.600470174,0.053715187,0.57127278,0.820710389,-0.008464875,0.003196146
971,-5.435259841,-2.601827666,0.053989106,0.571222048,0.820742462,-0.00900177,0.002480339
972,-5.438261144,-2.603118365,0.054267689,0.571097583,0.820826182,-0.009437251,0.00169353
973,-5.441239603,-2.604359969,0.054539965,0.57090435,0.820957636,-0.009801295,0.000847175
974,-5.444201259,-2.605555405,0.054804577,0.570676332,0.821112646,-0.010126474,-4.64E-05
975,-5.447135992,-2.606725098,0.0550651,0.570470679,0.821251854,-0.010379444,-0.00092948
976,-5.450042241,-2.607861924,0.055323111,0.570329,0.821346687,-0.010549347,-0.001778457
977,-5.452917311,-2.608963348,0.0555805,0.570281449,0.8213763,-0.010656833,-0.002544422
978,-5.455757779,-2.610028551,0.055830376,0.570349895,0.821325549,-0.010730901,-0.003191977
979,-5.458565737,-2.611054359,0.05607193,0.570556113,0.82117873,-0.010826659,-0.003741487
980,-5.461347741,-2.612032368,0.056302664,0.570890667,0.820942119,-0.010953666,-0.004230934
981,-5.464105389,-2.612967221,0.056519397,0.571314448,0.820642432,-0.011124585,-0.004695075
982,-5.46684295,-2.613855445,0.056721324,0.571787438,0.820307373,-0.011333343,-0.005147225
983,-5.469559138,-2.614702563,0.056910003,0.572294916,0.819948098,-0.011512278,-0.005577816
984,-5.472254304,-2.615510734,0.057093618,0.572821971,0.819575041,-0.011645946,-0.006009442
985,-5.474928237,-2.616283684,0.057264907,0.573331475,0.819214155,-0.011741489,-0.006428487
986,-5.477583694,-2.617016698,0.057429266,0.573807386,0.818876539,-0.01182121,-0.006823171
987,-5.480219808,-2.617707683,0.057588042,0.574210764,0.818589424,-0.011901777,-0.007190328
988,-5.482834581,-2.618352552,0.057742224,0.574563747,0.818337916,-0.011965926,-0.007508156
989,-5.485427144,-2.618940609,0.057893271,0.574865457,0.818123025,-0.01199791,-0.007776474
990,-5.487991719,-2.61948292,0.058047019,0.575131818,0.817933846,-0.011976195,-0.008011652
991,-5.490537264,-2.619977092,0.058201046,0.57540159,0.817742789,-0.011911976,-0.008236877
992,-5.493073809,-2.620429515,0.058350776,0.575652129,0.817564935,-0.011835189,-0.008493069
993,-5.495611015,-2.62085064,0.058496698,0.575889427,0.817395948,-0.011765462,-0.008763917
994,-5.498150419,-2.621256499,0.058637929,0.576140408,0.817216711,-0.011716723,-0.009044079
995,-5.500691394,-2.621646462,0.058772438,0.576447561,0.816997897,-0.011666064,-0.009303195
996,-5.503231328,-2.622017659,0.058903858,0.576833322,0.816723881,-0.011605875,-0.009524919
997,-5.505769672,-2.622379808,0.059030394,0.57735592,0.816352955,-0.011548844,-0.009727193
998,-5.508315564,-2.622733562,0.059140527,0.578028384,0.815875032,-0.011498992,-0.009944482
999,-5.51087997,-2.623070261,0.059231224,0.578802906,0.815322911,-0.011474012,-0.010202694
1000,-5.513464,-2.623393383,0.059304301,0.579646674,0.814719789,-0.011475183,-0.010474726
1001,-5.516072573,-2.623697991,0.059358144,0.580563862,0.814063691,-0.011456332,-0.010708056
1002,-5.518710569,-2.623980083,0.059407755,0.58155702,0.813353083,-0.011405133,-0.010868203
1003,-5.521381957,-2.624233368,0.059456694,0.582606578,0.812602473,-0.011283193,-0.010930946
1004,-5.524089318,-2.624451007,0.059507796,0.583685866,0.811830227,-0.011120135,-0.010901169
1005,-5.526838473,-2.624625251,0.059562405,0.584741558,0.811074418,-0.010917318,-0.010789416
1006,-5.52963327,-2.624753913,0.059611699,0.58573669,0.810360764,-0.010708877,-0.010643407
1007,-5.532477428,-2.624831377,0.059643425,0.586638967,0.809711855,-0.010524029,-0.010520414
1008,-5.535371075,-2.624851951,0.059659438,0.587425561,0.809144639,-0.010371086,-0.010421378
1009,-5.538306541,-2.62482006,0.059659045,0.588092647,0.808662976,-0.010241913,-0.010311763
1010,-5.541287667,-2.624727808,0.059632919,0.588790362,0.808157105,-0.010130886,-0.010264961
1011,-5.544308253,-2.624599988,0.059582289,0.589456303,0.807673302,-0.010054868,-0.010198231
1012,-5.547373368,-2.624439279,0.059502294,0.590049636,0.807241851,-0.010037898,-0.010062876
1013,-5.550483926,-2.624260368,0.059389417,0.590734944,0.80674138,-0.010085774,-0.009942294
1014,-5.553644214,-2.624061681,0.05924484,0.591494715,0.806185199,-0.010179053,-0.009788501
1015,-5.556848466,-2.623834796,0.059079203,0.59233096,0.805571608,-0.010312891,-0.009594906
1016,-5.560079503,-2.623588359,0.058896102,0.593260657,0.804888822,-0.010429877,-0.009327095
1017,-5.563337946,-2.623304301,0.058701466,0.594280776,0.804137821,-0.010552771,-0.009020153
1018,-5.566622241,-2.622982315,0.058498746,0.59534387,0.803352621,-0.010690205,-0.008715617
1019,-5.569937682,-2.622618185,0.058278018,0.596408883,0.802562305,-0.010880412,-0.008473884
1020,-5.573287074,-2.622208767,0.05804011,0.597435413,0.80179652,-0.011133824,-0.008325045
1021,-5.576670226,-2.621754501,0.057784544,0.598418697,0.801059023,-0.011436334,-0.008289458
1022,-5.580088247,-2.621248589,0.057516017,0.599368078,0.800342636,-0.011800566,-0.008385695
1023,-5.583540642,-2.620687835,0.057237162,0.600292955,0.799640528,-0.012227663,-0.008595261
1024,-5.587028519,-2.620070682,0.056951666,0.60122747,0.798927999,-0.012683276,-0.008872277
1025,-5.590553422,-2.619393343,0.056652394,0.602137998,0.798230338,-0.013165416,-0.009210389
1026,-5.594114739,-2.618667795,0.056347261,0.6030215,0.79755084,-0.013657019,-0.009550606
1027,-5.59771724,-2.617893244,0.056026421,0.603848964,0.796912218,-0.014134601,-0.009877122
1028,-5.601359399,-2.617071344,0.055690372,0.604590776,0.796337901,-0.014558422,-0.010197717
1029,-5.605040012,-2.616203221,0.055342252,0.605266612,0.795813813,-0.014916064,-0.010498321
1030,-5.608758222,-2.615289477,0.05498378,0.605874258,0.795342478,-0.015176986,-0.010788225
1031,-5.612504755,-2.614345286,0.054618829,0.606461081,0.794888118,-0.015349965,-0.0110551
1032,-5.616286046,-2.613356897,0.054257604,0.607054448,0.794429835,-0.015443084,-0.01129801
1033,-5.620087196,-2.612362108,0.053900661,0.607669001,0.793955807,-0.015461497,-0.011554422
1034,-5.623915927,-2.611354096,0.053547506,0.608313637,0.793458884,-0.015412347,-0.011831208
1035,-5.627769457,-2.610332875,0.05319522,0.608982174,0.792944048,-0.015284577,-0.012117306
1036,-5.631644699,-2.609295477,0.052852573,0.60966639,0.792417866,-0.015069849,-0.012398272
1037,-5.63553455,-2.608241419,0.052506889,0.610361393,0.791884236,-0.014760524,-0.01266701
1038,-5.639437865,-2.607160487,0.052170197,0.611000383,0.791393871,-0.01441545,-0.012902235
1039,-5.643352738,-2.606049753,0.051845549,0.611581803,0.790947704,-0.014075833,-0.013088101
1040,-5.647273787,-2.60492142,0.05152947,0.612093548,0.790554193,-0.013778779,-0.01325523
1041,-5.651201481,-2.603784709,0.051220853,0.612552169,0.790200313,-0.013544266,-0.013411129
1042,-5.655134636,-2.602655163,0.050926532,0.612966955,0.789877986,-0.013378477,-0.013612315
1043,-5.659076125,-2.601544962,0.050640676,0.613373753,0.789558958,-0.013259227,-0.013909826
1044,-5.663032791,-2.600454946,0.050357385,0.613751118,0.78925865,-0.013231617,-0.014327385
1045,-5.667001335,-2.59940685,0.050070101,0.61410169,0.78897432,-0.013332231,-0.014862316
1046,-5.670990633,-2.598386616,0.049782376,0.614413977,0.788715477,-0.013545951,-0.015487668
1047,-5.674994412,-2.597396685,0.049491475,0.614667125,0.788498537,-0.013870635,-0.016186041
1048,-5.679006894,-2.596435077,0.049202972,0.61484723,0.788335484,-0.014262772,-0.016929901
1049,-5.683025813,-2.595487878,0.04892238,0.614926682,0.788249556,-0.014661601,-0.017687579
1050,-5.687043453,-2.594548546,0.048656192,0.614884932,0.788258113,-0.015033189,-0.018430179
1051,-5.691052195,-2.593608047,0.048406319,0.614722808,0.78836316,-0.015315485,-0.019100585
1052,-5.695044681,-2.592668369,0.048176339,0.614446389,0.78856016,-0.015515876,-0.019691773
1053,-5.699016105,-2.591734536,0.047962861,0.614095763,0.788819312,-0.015598158,-0.020178797
1054,-5.702962765,-2.590815753,0.047772924,0.613742701,0.789084378,-0.015590589,-0.020559031
1055,-5.706882684,-2.58992358,0.047606914,0.61343758,0.789315365,-0.015524862,-0.020846311
1056,-5.710777532,-2.589058282,0.047458608,0.613245498,0.789461733,-0.01541126,-0.021038633
1057,-5.714640128,-2.588223706,0.047331769,0.61318454,0.789508461,-0.015266348,-0.021167162
1058,-5.718466811,-2.587413824,0.047229865,0.6132823,0.789434455,-0.01509846,-0.021215513
1059,-5.722252748,-2.586635048,0.04714201,0.613529023,0.789246611,-0.014934737,-0.021186769
1060,-5.725996973,-2.585889186,0.04707253,0.613924846,0.788943701,-0.014783167,-0.021108714
1061,-5.729703904,-2.585177309,0.047026042,0.614472217,0.78852195,-0.014678292,-0.021013711
1062,-5.733372545,-2.584518003,0.047000842,0.615151927,0.787994908,-0.014620966,-0.020937033
1063,-5.737015626,-2.583894066,0.046992356,0.615923894,0.787391526,-0.014653213,-0.020919474
1064,-5.740630084,-2.583314437,0.047003249,0.616731289,0.78675572,-0.014726947,-0.021001689
1065,-5.744223814,-2.582755532,0.047025813,0.617493739,0.786149528,-0.014828456,-0.021225433
1066,-5.747792441,-2.582218213,0.047054672,0.61815396,0.785618906,-0.014936749,-0.02157567
1067,-5.751335752,-2.581693189,0.047096604,0.618655317,0.785209211,-0.015057186,-0.022031198
1068,-5.754853046,-2.581175245,0.047140745,0.618998386,0.784921568,-0.015158447,-0.022568815
1069,-5.758344628,-2.580670576,0.047190421,0.619203818,0.784741303,-0.015226415,-0.023148982
1070,-5.761807063,-2.580197841,0.047247671,0.619327133,0.784626053,-0.015272381,-0.023719469
1071,-5.765238862,-2.579757833,0.047312654,0.619390135,0.784559301,-0.015289035,-0.024265395
1072,-5.768636564,-2.579348316,0.047380537,0.61940487,0.784531787,-0.015309004,-0.024761204
1073,-5.771993513,-2.578971615,0.047448259,0.619407925,0.784515849,-0.015341538,-0.025166296
1074,-5.775301052,-2.578623166,0.047523472,0.619437706,0.784481857,-0.015387755,-0.02546295
1075,-5.77855623,-2.578298205,0.047596523,0.619547427,0.784387512,-0.015453779,-0.025659248
1076,-5.781758012,-2.577995075,0.047672219,0.6197481,0.784222691,-0.015549126,-0.025793176
