#,X,Y,Z,q_x,q_y,q_z,q_w
1015,-5.447900476,-3.859052602,0.122537227,0.481977182,0.873489462,0.068265225,-0.007349411
1016,-5.447859707,-3.859008166,0.122451804,0.481913652,0.873535077,0.06813095,-0.00734001
1017,-5.447819572,-3.858951896,0.122367181,0.481871505,0.873569146,0.06799573,-0.007306212
1018,-5.447773239,-3.858892055,0.122290693,0.481828291,0.873601866,0.06788951,-0.007231358
1019,-5.447721571,-3.858830147,0.122214712,0.481791919,0.873629173,0.067809286,-0.00710735
1020,-5.447665643,-3.858772472,0.122136394,0.481773765,0.873645572,0.067740663,-0.006975451
1021,-5.447609442,-3.858719655,0.122056288,0.481757977,0.873660784,0.067667208,-0.006872825
1022,-5.447553204,-3.858671541,0.121971817,0.481747363,0.87367562,0.067554946,-0.006835069
1023,-5.447498201,-3.85862248,0.1218878,0.481720644,0.873700371,0.067424097,-0.006846367
1024,-5.447440853,-3.858572271,0.121808946,0.481674136,0.873737008,0.067276567,-0.006894261
1025,-5.447377123,-3.858516126,0.12174317,0.481614119,0.873780263,0.067138389,-0.006951898
1026,-5.447305271,-3.858458259,0.121688439,0.481541201,0.8738295,0.067012831,-0.007025524
1027,-5.447231202,-3.858396157,0.121643694,0.48144552,0.873891988,0.066874881,-0.007124282
1028,-5.447150598,-3.858335466,0.121606143,0.481334537,0.873961703,0.066750986,-0.007232672
1029,-5.447067296,-3.858273878,0.121572967,0.481205324,0.874038751,0.066659186,-0.007365481
1030,-5.446980593,-3.858215728,0.121545647,0.481080219,0.87411029,0.066609193,-0.007499251
1031,-5.446894059,-3.858158815,0.121520815,0.480959955,0.874179621,0.066553736,-0.007623163
1032,-5.44680728,-3.858106714,0.121496735,0.480834902,0.874252187,0.066488809,-0.007755566
1033,-5.446721135,-3.858056328,0.121476615,0.480721368,0.874318838,0.066418105,-0.007884818
1034,-5.44663297,-3.858006529,0.121459801,0.480602308,0.874387446,0.06636392,-0.007990324
1035,-5.44654064,-3.857956754,0.121450214,0.48050684,0.874440621,0.066348877,-0.00803759
1036,-5.446439302,-3.857910054,0.121446493,0.480419283,0.874486235,0.066381835,-0.008036783
1037,-5.446329674,-3.857867509,0.121453057,0.480349173,0.874520181,0.066445965,-0.008003689
1038,-5.446213422,-3.857830647,0.121454901,0.480275335,0.874556088,0.066509521,-0.007983404
1039,-5.446087102,-3.857802528,0.121456958,0.480173323,0.874606361,0.066585973,-0.007975052
1040,-5.445950698,-3.85777941,0.121460596,0.480066978,0.874658859,0.06665994,-0.008001863
1041,-5.445800814,-3.857765616,0.12146112,0.479949529,0.874716945,0.066734828,-0.00807327
1042,-5.445637598,-3.857763574,0.121459084,0.479826687,0.874779009,0.066793771,-0.008162543
1043,-5.445457126,-3.857779217,0.121461274,0.479676244,0.874856907,0.066843732,-0.008246759
1044,-5.445257612,-3.857814574,0.121466168,0.47949376,0.87495295,0.066885531,-0.008330309
1045,-5.44503835,-3.85786763,0.121469102,0.47927119,0.875069452,0.066945163,-0.008421724
1046,-5.44480017,-3.857934639,0.121475845,0.47901241,0.875203932,0.06702913,-0.008502019
1047,-5.444537896,-3.85801961,0.121483789,0.478716423,0.875357715,0.067129468,-0.008549349
1048,-5.444262843,-3.858106144,0.121494691,0.478438878,0.875502788,0.067214781,-0.008560409
1049,-5.443972382,-3.858199633,0.121503886,0.478178185,0.875639683,0.067291269,-0.008523762
1050,-5.443665716,-3.858299425,0.121519261,0.477941605,0.875765665,0.067342165,-0.008447146
1051,-5.443342214,-3.85840631,0.121535141,0.477737265,0.875874813,0.06738585,-0.008340572
1052,-5.443000114,-3.858526178,0.121554521,0.477560096,0.875969869,0.067417487,-0.008247747
1053,-5.442646275,-3.858654311,0.121573792,0.477449016,0.876029559,0.067434686,-0.008198286
1054,-5.44228026,-3.858794768,0.121591637,0.477383324,0.87606557,0.067431293,-0.008203628
1055,-5.441901991,-3.858948678,0.121607666,0.477366577,0.876074614,0.067429651,-0.008225839
1056,-5.441502551,-3.859122453,0.121626705,0.477394063,0.876057609,0.067454169,-0.008240694
1057,-5.441081598,-3.85931206,0.121652043,0.477467716,0.876013387,0.067508889,-0.008226513
1058,-5.440639619,-3.859516209,0.121681992,0.477593816,0.875937815,0.067601767,-0.00819094
1059,-5.44017335,-3.859743796,0.121718028,0.477733042,0.875855086,0.06769331,-0.008162332
1060,-5.439691031,-3.859989508,0.121755482,0.47788368,0.875767526,0.067762501,-0.008165296
1061,-5.439192149,-3.860260389,0.121790196,0.478038192,0.87568253,0.067765483,-0.008211815
1062,-5.438675341,-3.86055663,0.121824749,0.478172113,0.875612345,0.06771552,-0.008310278
1063,-5.43814485,-3.860866836,0.121858737,0.478291276,0.875552718,0.067626271,-0.008460487
1064,-5.437593592,-3.861199234,0.121894318,0.478388958,0.875506282,0.06751248,-0.008649845
1065,-5.437024858,-3.861550121,0.121929953,0.478465583,0.875472949,0.067375699,-0.008849688
1066,-5.436432884,-3.86192636,0.121969549,0.478518266,0.875451014,0.067261233,-0.009039773
1067,-5.435819719,-3.862321818,0.122010278,0.47857551,0.875421372,0.067216767,-0.009209207
1068,-5.435185009,-3.862736303,0.122056129,0.478610292,0.875399847,0.067225404,-0.009382993
1069,-5.43453771,-3.86315994,0.122104989,0.478641906,0.875376438,0.067277215,-0.009580955
1070,-5.433873678,-3.863601664,0.122152583,0.478656949,0.875360766,0.067340199,-0.00981592
1071,-5.433196433,-3.864055158,0.122202088,0.478645792,0.875359377,0.06740216,-0.010055667
1072,-5.432499865,-3.864523717,0.122253125,0.478605689,0.875371647,0.067493896,-0.010278569
1073,-5.431781275,-3.865010054,0.122310139,0.478558001,0.875385603,0.067622656,-0.010462363
1074,-5.431041615,-3.865513601,0.122375148,0.478502999,0.875400101,0.067800887,-0.01061052
1075,-5.430285106,-3.866034386,0.122442136,0.478442055,0.875416924,0.067990082,-0.010759072
1076,-5.429509285,-3.866577057,0.122511295,0.47839781,0.875424351,0.068186238,-0.010880141
1077,-5.428713933,-3.86714224,0.122584697,0.478363788,0.87542321,0.068424312,-0.010972791
1078,-5.427888708,-3.867743445,0.122663807,0.478326642,0.875419559,0.068717938,-0.011048234
1079,-5.427039663,-3.868369362,0.122748858,0.478306188,0.875401738,0.069078895,-0.011094746
1080,-5.426159463,-3.869027926,0.122841769,0.478290735,0.875376065,0.069507758,-0.011108074
1081,-5.425248993,-3.869718705,0.122934759,0.478264179,0.875355187,0.069952442,-0.011105331
1082,-5.42431302,-3.870441356,0.123023814,0.478213438,0.875352081,0.070337704,-0.011101789
1083,-5.423356396,-3.871195241,0.123100806,0.478124449,0.875376281,0.070635851,-0.011133501
1084,-5.422384152,-3.871967068,0.123169408,0.477991036,0.875431033,0.070846088,-0.011220863
1085,-5.421386568,-3.872758199,0.123228456,0.477820152,0.875508444,0.071021058,-0.011352364
1086,-5.420367018,-3.873558882,0.123293805,0.477653835,0.875582769,0.07119901,-0.011503458
1087,-5.419317477,-3.874379319,0.123359963,0.477492481,0.875652774,0.071400988,-0.011621027
1088,-5.418238118,-3.8752228,0.123424567,0.477343756,0.875715489,0.071613385,-0.011698033
1089,-5.41712722,-3.876093079,0.123492196,0.477197344,0.875777691,0.071822239,-0.011734415
1090,-5.415990383,-3.876980654,0.123559302,0.477050304,0.875842986,0.072004306,-0.011723955
1091,-5.414828192,-3.877883368,0.123628017,0.476914693,0.875903101,0.072183122,-0.011650316
1092,-5.413642476,-3.878803527,0.123700322,0.476804498,0.875951861,0.072336227,-0.011544607
1093,-5.412437345,-3.879745395,0.123766996,0.47672522,0.875986789,0.072454137,-0.011428395
1094,-5.411214544,-3.88071213,0.123825004,0.476661595,0.876016203,0.072536615,-0.011303781
1095,-5.409970966,-3.881705421,0.123877041,0.47660739,0.876043566,0.07258982,-0.011125832
1096,-5.408708656,-3.882723619,0.123929314,0.476556586,0.876072821,0.072610696,-0.010859122
1097,-5.40742198,-3.883775846,0.123968708,0.476507705,0.876104498,0.072603979,-0.010487024
1098,-5.406118759,-3.884847676,0.123997789,0.476461673,0.876138806,0.072555292,-0.010039735
1099,-5.404808186,-3.885924624,0.124015115,0.476397219,0.876186298,0.072467568,-0.009576664
1100,-5.403489565,-3.88700914,0.124022658,0.476303419,0.876251544,0.072353259,-0.009126387
1101,-5.402164687,-3.888102926,0.124011013,0.476169653,0.876339425,0.072219298,-0.008720528
1102,-5.400830865,-3.889209905,0.123990288,0.475997932,0.876449115,0.072064361,-0.00834536
1103,-5.399492069,-3.890328951,0.123954135,0.475797593,0.876576759,0.07187252,-0.008011013
1104,-5.398151947,-3.891459377,0.123905087,0.475548843,0.876730375,0.071674203,-0.007743076
1105,-5.396807802,-3.892603728,0.123846409,0.475264114,0.876903592,0.071464526,-0.00754544
1106,-5.395464198,-3.893754599,0.123778013,0.474912054,0.877110765,0.071277526,-0.007400092
1107,-5.394119677,-3.894912378,0.123700161,0.474514659,0.877341334,0.071096715,-0.007299268
1108,-5.392775483,-3.896071436,0.12361047,0.474055072,0.877602235,0.070947209,-0.007252569
1109,-5.391435204,-3.897228334,0.123502398,0.473523542,0.877902608,0.070775307,-0.007302187
1110,-5.390112657,-3.898372574,0.123370863,0.472942696,0.878229788,0.070585303,-0.00744052
1111,-5.388800831,-3.899517128,0.123218905,0.472346029,0.878566064,0.070373462,-0.007646922
1112,-5.387496413,-3.900665428,0.123048551,0.471740211,0.878907239,0.07015223,-0.007867835
1113,-5.386193918,-3.901824064,0.122866469,0.471148606,0.879241078,0.069923199,-0.008053863
1114,-5.384894684,-3.902997767,0.122683994,0.470606404,0.879550704,0.069662763,-0.008201867
1115,-5.38360256,-3.904192557,0.122489322,0.470130329,0.879830483,0.06932697,-0.008340631
1116,-5.382319256,-3.905406793,0.122279494,0.469708531,0.880083233,0.068959289,-0.008486188
1117,-5.3810444,-3.906636391,0.122059521,0.469367879,0.880294017,0.06856786,-0.008642147
1118,-5.379778974,-3.907877766,0.121831136,0.469078403,0.880478147,0.068164211,-0.008793459
1119,-5.378524276,-3.909127178,0.12159063,0.46883807,0.880637788,0.067736885,-0.008925545
1120,-5.377279316,-3.91038189,0.121349334,0.468630685,0.88078255,0.067274561,-0.009028519
1121,-5.37604227,-3.911641471,0.121110663,0.468432702,0.880922829,0.066807687,-0.009083275
1122,-5.374810006,-3.912907754,0.120868475,0.468235624,0.881060733,0.066368593,-0.009088163
1123,-5.373583212,-3.914172451,0.120634071,0.468038725,0.881194454,0.065990499,-0.009018925
1124,-5.37235281,-3.915441162,0.120412178,0.467812011,0.881338007,0.065699925,-0.008874708
1125,-5.371129074,-3.916694978,0.120197137,0.467564854,0.881488976,0.065462764,-0.008655598
1126,-5.369909002,-3.917939604,0.119997278,0.467287097,0.881653603,0.065261428,-0.00840472
1127,-5.368698217,-3.919173167,0.119803828,0.466995777,0.881824582,0.065065067,-0.008178514
1128,-5.367501679,-3.920391921,0.119612348,0.466685476,0.882005934,0.064856474,-0.007989785
1129,-5.3663136,-3.921594315,0.119431797,0.466363712,0.882191957,0.064665407,-0.007786188
1130,-5.36512517,-3.922774651,0.119270787,0.466028552,0.882380359,0.064542482,-0.007520504
1131,-5.363927267,-3.92393338,0.119139432,0.465685935,0.882566597,0.064510466,-0.007156232
1132,-5.362720102,-3.925068485,0.119029149,0.465350645,0.882743836,0.06455084,-0.006729541
1133,-5.36150569,-3.926181797,0.118944752,0.465080971,0.882884745,0.0646098,-0.006308048
1134,-5.360282274,-3.927275582,0.118883193,0.464887192,0.882985697,0.064662679,-0.005907307
1135,-5.359055223,-3.928341806,0.118850036,0.46481577,0.883025274,0.064668589,-0.005535191
1136,-5.357822286,-3.929388198,0.118843027,0.464895302,0.8829883,0.064629325,-0.00520295
1137,-5.356580691,-3.930426989,0.118857798,0.465161288,0.882857354,0.064524899,-0.00494018
1138,-5.355330184,-3.931460532,0.118897065,0.465608594,0.882632662,0.064386158,-0.004758486
1139,-5.354063953,-3.932497151,0.118957371,0.466221981,0.882319163,0.064250613,-0.004671023
1140,-5.352788248,-3.933526624,0.119039737,0.466981089,0.881928101,0.064107026,-0.00466643
1141,-5.351499431,-3.934547711,0.119137054,0.467839136,0.88148198,0.06398375,-0.004705401
1142,-5.350197307,-3.935560019,0.119251888,0.468755044,0.881004019,0.063858468,-0.004766926
1143,-5.348883485,-3.936568343,0.119373322,0.469714251,0.880500151,0.063754306,-0.004836799
1144,-5.347567238,-3.937569322,0.119501152,0.470730484,0.879962721,0.063671591,-0.00493445
1145,-5.346250759,-3.938565589,0.119631593,0.471767244,0.879412321,0.063591654,-0.005073378
1146,-5.344942387,-3.939548613,0.119758585,0.472795468,0.878864301,0.063517545,-0.005244645
1147,-5.343645618,-3.940512748,0.119882157,0.473758171,0.87834926,0.063450768,-0.005456465
1148,-5.342365677,-3.941457952,0.119995029,0.474656212,0.877868435,0.063373111,-0.005686918
1149,-5.341099529,-3.942392591,0.120089607,0.475473708,0.87743165,0.063273115,-0.005913167
1150,-5.339859782,-3.943298928,0.120168324,0.476181239,0.877052708,0.063183219,-0.006152679
1151,-5.338635695,-3.944189777,0.120233309,0.476796994,0.876721801,0.063107454,-0.006399888
1152,-5.337436694,-3.945051002,0.120283785,0.477322632,0.876435747,0.063082792,-0.006636867
1153,-5.336258489,-3.945883621,0.120318747,0.477738812,0.87620484,0.063116206,-0.006859383
1154,-5.335099122,-3.946687322,0.120344335,0.478052741,0.876026223,0.063196362,-0.007060714
1155,-5.333958981,-3.947461449,0.120356574,0.478258675,0.875905578,0.063288752,-0.007252047
1156,-5.332839987,-3.948202335,0.120358532,0.478381864,0.875832402,0.063349875,-0.007428893
1157,-5.331740816,-3.948907429,0.120349969,0.478426196,0.875805823,0.063363124,-0.007592801
1158,-5.330657783,-3.949582275,0.120331656,0.478428627,0.87580612,0.063324651,-0.007725151
1159,-5.329586108,-3.950238829,0.120294861,0.478427542,0.87581147,0.063250445,-0.007793469
1160,-5.328520307,-3.950882094,0.120249066,0.478450027,0.875804689,0.063171897,-0.007812174
1161,-5.327452222,-3.951512804,0.120198669,0.478507568,0.875775514,0.06314614,-0.00776672
1162,-5.326370408,-3.952131043,0.120140531,0.478606529,0.875716395,0.063230444,-0.007648357
1163,-5.325266869,-3.952730104,0.120090819,0.478719439,0.875640128,0.063451839,-0.007478621
1164,-5.324140623,-3.953305576,0.120043052,0.47882713,0.875559795,0.063766927,-0.007307793
1165,-5.322998961,-3.953851925,0.11998407,0.478920828,0.875487287,0.064072182,-0.007183728
1166,-5.321838704,-3.954373804,0.119914024,0.478964541,0.875448612,0.06428158,-0.007111602
1167,-5.320670195,-3.954851837,0.119835592,0.478956401,0.875442732,0.064427896,-0.007059404
1168,-5.319479394,-3.95529802,0.1197464,0.4789087,0.875461181,0.064537808,-0.007003491
1169,-5.31825704,-3.95571745,0.119657454,0.478832731,0.875491765,0.064697858,-0.006897221
1170,-5.316993764,-3.956121696,0.119570754,0.478778009,0.875504811,0.06494138,-0.006749921
1171,-5.315696583,-3.956517404,0.119476561,0.478784005,0.875480685,0.065236246,-0.006609035
1172,-5.314368683,-3.956920908,0.119365813,0.478856057,0.875419849,0.065531902,-0.006521841
1173,-5.313015662,-3.957334122,0.119234344,0.479006205,0.875317966,0.065794458,-0.006527141
1174,-5.311640255,-3.957754073,0.119073628,0.479210566,0.875187483,0.066032336,-0.006620719
1175,-5.310246261,-3.958169586,0.118882841,0.479443628,0.875040884,0.066268591,-0.006762575
1176,-5.308831202,-3.958578343,0.118665404,0.479691865,0.874887672,0.066480857,-0.006897199
1177,-5.307394027,-3.95897689,0.118426481,0.479922294,0.874745918,0.066674871,-0.006973662
1178,-5.305938368,-3.959362184,0.118168597,0.480151617,0.87460514,0.066867776,-0.006998188
1179,-5.304467224,-3.959733211,0.117882949,0.480362702,0.874476224,0.067036997,-0.007003576
1180,-5.302982709,-3.960089574,0.117581306,0.480544244,0.874366968,0.067161192,-0.00700071
1181,-5.301482885,-3.96043469,0.117256537,0.480674346,0.874290687,0.067222776,-0.00700475
1182,-5.299966451,-3.960768261,0.116908134,0.480742531,0.874253075,0.067225304,-0.006995638
1183,-5.298426311,-3.961097932,0.116539568,0.480754443,0.874251273,0.067165247,-0.006979019
1184,-5.29686422,-3.961421457,0.116145248,0.480764605,0.874251457,0.067095971,-0.006922016
1185,-5.29526432,-3.961761069,0.115740349,0.480768395,0.874256055,0.067019588,-0.006817311
1186,-5.293633329,-3.96211074,0.11532184,0.480773866,0.874257882,0.066975141,-0.006631409
1187,-5.291967415,-3.962478526,0.114888616,0.48075607,0.874274134,0.066915141,-0.006379958
1188,-5.29026893,-3.962859044,0.114451489,0.48069998,0.874314545,0.066819438,-0.006063711
1189,-5.288543139,-3.963241725,0.114004193,0.480587498,0.874393788,0.066623641,-0.005696538
1190,-5.286792799,-3.963616506,0.113550289,0.480405442,0.87451887,0.066325017,-0.005324429
1191,-5.285017192,-3.963980547,0.113098558,0.480190174,0.874670752,0.065907356,-0.004969211
1192,-5.283211636,-3.964333795,0.112644371,0.479949098,0.874843967,0.065389936,-0.004588424
1193,-5.281364021,-3.964687157,0.112206135,0.479734534,0.875004563,0.064842823,-0.004147254
1194,-5.279469689,-3.965051117,0.111793519,0.479606031,0.875115478,0.064323195,-0.003671887
1195,-5.277532428,-3.965429585,0.11140212,0.479572974,0.875170415,0.063846358,-0.003185924
1196,-5.275546497,-3.965833631,0.111027144,0.47961495,0.875179754,0.063424056,-0.002699399
1197,-5.273518814,-3.966247123,0.110677954,0.479703169,0.875157541,0.063081444,-0.002209243
1198,-5.271448741,-3.966660406,0.11035114,0.479780207,0.875135646,0.0628133,-0.001744645
1199,-5.269340142,-3.967062319,0.110045373,0.479772275,0.875159328,0.062552931,-0.001358673
1200,-5.26719252,-3.967451684,0.109753648,0.479654517,0.87524591,0.062249151,-0.001088309
1201,-5.265014607,-3.967818497,0.109477076,0.479409884,0.875405936,0.061884976,-0.000927366
1202,-5.26280195,-3.968171027,0.109220554,0.479064828,0.875625349,0.061452529,-0.000851267
1203,-5.260552711,-3.968517237,0.108985911,0.478690902,0.875862346,0.060987595,-0.000827226
1204,-5.258268077,-3.968862548,0.108776982,0.478343949,0.876083718,0.060528295,-0.000843188
1205,-5.255952978,-3.969209482,0.108583838,0.478071044,0.87626182,0.060104183,-0.000887494
1206,-5.253609102,-3.969563686,0.108405854,0.477886192,0.876387179,0.059744284,-0.000959171
1207,-5.251235191,-3.969930359,0.108248523,0.477778608,0.876463506,0.059482677,-0.001065758
1208,-5.248831897,-3.970309565,0.108112589,0.477705242,0.876512543,0.059346486,-0.001207762
1209,-5.246399274,-3.970703195,0.107995096,0.477603495,0.876572167,0.059280793,-0.001387653
1210,-5.243939872,-3.971113145,0.10788694,0.477423701,0.876672385,0.059241909,-0.001592188
1211,-5.24146537,-3.971534288,0.107785243,0.477125868,0.87684001,0.05915312,-0.001847037
1212,-5.238980294,-3.971972564,0.107677954,0.476742667,0.877059564,0.05897761,-0.002143089
1213,-5.236493085,-3.972417264,0.107572445,0.476260907,0.877338584,0.05870896,-0.002411364
1214,-5.233999802,-3.972865725,0.107478739,0.475713492,0.877654074,0.058424178,-0.002571936
1215,-5.231495872,-3.973319893,0.107404718,0.475133434,0.877983977,0.058186674,-0.002582156
1216,-5.228983096,-3.973773739,0.107357609,0.474559433,0.878304214,0.058045124,-0.002411459
1217,-5.226459694,-3.974234072,0.107331745,0.47402375,0.878600012,0.057957831,-0.002095882
1218,-5.223932386,-3.974703645,0.10732043,0.473530504,0.878871605,0.057883672,-0.001744668
1219,-5.221407266,-3.975177557,0.107317817,0.473071459,0.879121952,0.057844157,-0.001429151
1220,-5.218881081,-3.975649386,0.107319055,0.472632705,0.879357108,0.05786238,-0.001161235
1221,-5.216340265,-3.976119835,0.107335731,0.472183762,0.879589981,0.05799235,-0.00092095
1222,-5.213791112,-3.976570183,0.107359029,0.471724079,0.879817428,0.05828564,-0.000686573
1223,-5.211224639,-3.977010198,0.107403339,0.471245177,0.880044828,0.058727213,-0.000445998
1224,-5.208639445,-3.97744678,0.107453353,0.470711185,0.880295295,0.059254903,-0.000174254
1225,-5.206038094,-3.977880403,0.107512617,0.470148571,0.88055739,0.059824664,0.000113106
1226,-5.203424154,-3.978304459,0.107576095,0.469540965,0.880842407,0.060396815,0.000401429
1227,-5.20079981,-3.978710503,0.107641502,0.468884516,0.881151818,0.060978055,0.000678459
1228,-5.198165696,-3.979096185,0.107709702,0.46815794,0.881500527,0.061515112,0.000925084
1229,-5.195520435,-3.979461966,0.107775412,0.467362474,0.881888279,0.06200012,0.001169109
1230,-5.192850972,-3.979818269,0.107835275,0.466496274,0.882315227,0.062442357,0.001420823
1231,-5.190158923,-3.980158817,0.107897626,0.465613685,0.882752406,0.062843219,0.001678162
1232,-5.187433703,-3.980503075,0.107960799,0.464771475,0.883172149,0.063171004,0.001963859
1233,-5.184685591,-3.980852254,0.10802327,0.464006031,0.883560742,0.063353771,0.002262505
1234,-5.181910151,-3.981231464,0.108081489,0.463384946,0.883885033,0.06336631,0.002519984
1235,-5.179111957,-3.981643155,0.108132879,0.462943577,0.884125508,0.063227783,0.002753003
1236,-5.176286171,-3.982096174,0.108174991,0.462708751,0.884264401,0.062994517,0.002961519
1237,-5.173434742,-3.982584672,0.108223323,0.462698705,0.884284826,0.062771658,0.003158021
1238,-5.170554181,-3.983106486,0.108281941,0.462860156,0.884213749,0.062571559,0.003364894
1239,-5.167650413,-3.983645784,0.108354124,0.463122191,0.884088489,0.062387328,0.003633418
1240,-5.164721304,-3.984202177,0.108445699,0.463419348,0.883944202,0.06220513,0.003959479
1241,-5.161784222,-3.984747588,0.108555466,0.463694901,0.88381149,0.062009957,0.004365062
1242,-5.158835209,-3.985279989,0.108676943,0.463917432,0.883705741,0.061814898,0.004868137
1243,-5.155877288,-3.985789368,0.108808808,0.464064392,0.883639891,0.061604315,0.00544895
1244,-5.152912555,-3.986276135,0.108946301,0.464140162,0.883614307,0.061341203,0.006076475
1245,-5.149944259,-3.986741269,0.10909106,0.464197301,0.88360052,0.061040126,0.006714838
1246,-5.146970838,-3.987198355,0.10924977,0.464287994,0.883570328,0.060723402,0.007266539
1247,-5.143999312,-3.987652301,0.10942417,0.464448269,0.883504083,0.060412671,0.007658275
1248,-5.141031212,-3.988108672,0.109622835,0.464698125,0.883392601,0.060094435,0.007862818
1249,-5.138072194,-3.988569371,0.109847127,0.465057094,0.883223031,0.059799342,0.007938218
1250,-5.135114947,-3.989051634,0.110105613,0.465513272,0.882998464,0.059566904,0.007930247
1251,-5.132172445,-3.989548789,0.110390361,0.466036984,0.882735364,0.059379664,0.007865306
1252,-5.129247282,-3.990065485,0.110697319,0.466581639,0.882456941,0.059254279,0.007762173
1253,-5.126347363,-3.990586208,0.111020313,0.467110994,0.882181652,0.059195633,0.007663437
1254,-5.123467004,-3.991103587,0.111348837,0.46757491,0.881934267,0.059221453,0.00764666
1255,-5.120611127,-3.991604942,0.111687283,0.467934398,0.881735838,0.059330347,0.007695531
1256,-5.117790121,-3.992094585,0.112024092,0.468233222,0.881568736,0.059450837,0.007733745
1257,-5.115011985,-3.992599031,0.11234637,0.46852138,0.881411635,0.059518125,0.007670683
1258,-5.112302419,-3.99311485,0.112653289,0.46883331,0.881250093,0.059480052,0.007464858
1259,-5.109658065,-3.993656248,0.112940227,0.469183657,0.881075484,0.059346934,0.007115385
1260,-5.107075554,-3.994219831,0.113213594,0.46958685,0.880870891,0.059244387,0.006690807
1261,-5.104549979,-3.994792834,0.113490517,0.470022341,0.880644106,0.05921183,0.006238334
1262,-5.102080054,-3.99535506,0.113784198,0.470409967,0.880436823,0.059261473,0.005791446
1263,-5.099668165,-3.995893665,0.114094735,0.470698899,0.880280802,0.059327616,0.005337515
1264,-5.097324355,-3.996395081,0.114421985,0.470862341,0.880194388,0.059357385,0.004816223
1265,-5.095047582,-3.996861029,0.114777707,0.470927358,0.880167577,0.059287406,0.004178996
1266,-5.092845233,-3.997282589,0.115164827,0.470903669,0.880193059,0.059148707,0.003368069
1267,-5.09070837,-3.997661081,0.11558696,0.470804975,0.880260846,0.058971778,0.002418261
1268,-5.088627499,-3.997991624,0.11603853,0.470597631,0.880384718,0.058809343,0.001442055
1269,-5.086583259,-3.998276213,0.11652672,0.470271477,0.880563526,0.058756092,0.000579622
1270,-5.084558595,-3.998510988,0.117044572,0.469804418,0.880806781,0.058849127,-5.23E-05
1271,-5.082534572,-3.998704218,0.117594239,0.469193416,0.881113545,0.059129478,-0.000405303
1272,-5.080511737,-3.998857803,0.118150731,0.468479027,0.881466374,0.059532768,-0.00053076
1273,-5.078477123,-3.998999952,0.118711149,0.467695364,0.881852587,0.059973539,-0.000485195
1274,-5.076430182,-3.999142802,0.119265018,0.466895201,0.88224834,0.060387237,-0.000345445
1275,-5.074362745,-3.999304801,0.119803791,0.46614173,0.882621729,0.060751483,-0.000167897
1276,-5.072266443,-3.999504782,0.12032463,0.465492682,0.88294516,0.061027917,-1.13E-05
1277,-5.070137185,-3.999748888,0.120834306,0.464988359,0.883197434,0.061221762,0.00012408
1278,-5.067964496,-4.000045308,0.121312216,0.464613762,0.883384813,0.061361738,0.000246969
1279,-5.065740139,-4.000395237,0.121758836,0.464360913,0.883510192,0.061469905,0.000366143
1280,-5.063461499,-4.000793026,0.122179576,0.464215054,0.883579584,0.061573236,0.000489024
1281,-5.061125705,-4.001228519,0.122561012,0.464129253,0.88361651,0.061688838,0.000621173
1282,-5.0587258,-4.001702138,0.122897181,0.464069883,0.883638225,0.061823272,0.000716912
1283,-5.056279937,-4.002193081,0.123190464,0.464007656,0.883664126,0.061919851,0.000735186
1284,-5.053790503,-4.002700429,0.123421974,0.463925842,0.883705705,0.061940311,0.000660869
1285,-5.051258319,-4.003218476,0.123589251,0.463788996,0.883780663,0.061897182,0.0004956
1286,-5.048681771,-4.003737937,0.123698692,0.463589386,0.883889859,0.061834765,0.000244528
1287,-5.046057119,-4.00425178,0.123755058,0.463311569,0.884038671,0.061790088,-6.02E-05
1288,-5.043386561,-4.004745097,0.123752805,0.462947853,0.884228543,0.061798055,-0.000410742
1289,-5.040669394,-4.005212242,0.123695391,0.4625011,0.884454987,0.061898682,-0.000813546
1290,-5.037903975,-4.005653905,0.123577684,0.461985644,0.884711589,0.062073265,-0.001256393
1291,-5.03509184,-4.006063506,0.123386908,0.46142621,0.884984742,0.06233001,-0.001682018
1292,-5.03223086,-4.00643902,0.123122656,0.460828422,0.885274281,0.062629131,-0.002050474
1293,-5.029315817,-4.006792082,0.12277759,0.46020897,0.885575274,0.062919108,-0.002307292
1294,-5.026351058,-4.007133754,0.122347684,0.459594312,0.885877033,0.063155188,-0.002524476
1295,-5.023336361,-4.007484628,0.121841267,0.459042468,0.886152874,0.063286608,-0.002810865
1296,-5.020281331,-4.007861323,0.121263872,0.458640075,0.886357533,0.063316496,-0.00325974
1297,-5.017192301,-4.008277343,0.120632971,0.458441037,0.886459239,0.063297449,-0.003907181
1298,-5.01406779,-4.008737526,0.119963813,0.458399319,0.886480867,0.063239927,-0.004738003
1299,-5.010910799,-4.009228825,0.119266872,0.45844537,0.886456288,0.063173493,-0.005674765
1300,-5.007718153,-4.00974246,0.118553962,0.458455797,0.886445477,0.063157683,-0.006618551
1301,-5.004497083,-4.01025922,0.117837727,0.458395398,0.886467299,0.063194495,-0.0074728
1302,-5.001239155,-4.010785854,0.11710989,0.458172323,0.886568321,0.063308263,-0.008173073
1303,-4.997953243,-4.011308975,0.116389688,0.457768451,0.886759383,0.063482465,-0.008707373
1304,-4.994644189,-4.011831877,0.115681735,0.457197406,0.887034059,0.063704084,-0.009104943
1305,-4.991320498,-4.01236041,0.114996949,0.456509479,0.887373946,0.063860058,-0.009405728
1306,-4.987998595,-4.012891887,0.114342486,0.455747059,0.887764681,0.06383518,-0.009672579
